Genus,Species,Abundance,ID,Date,Transect,Site
Montipora,Montipora grisea,3,299,2/6/2005,2,South and Palfrey
Pocillopora,Pocillopora damicornis,6,299,2/6/2005,2,South and Palfrey
Pocillopora,Pocillopora verrucosa,2,299,2/6/2005,2,South and Palfrey
Galaxea,Galaxea fascicularis,2,299,2/6/2005,2,South and Palfrey
Montipora,Montipora verrucosa,1,299,2/6/2005,2,South and Palfrey
Symphyllia,Symphyllia radians,2,299,2/6/2005,2,South and Palfrey
Acanthastrea,Acanthastrea echinata,1,299,2/6/2005,2,South and Palfrey
Favia,Favia lizardensis,2,299,2/6/2005,2,South and Palfrey
Favia,Favia stelligera,2,299,2/6/2005,2,South and Palfrey
Favia,Favia pallida,1,299,2/6/2005,2,South and Palfrey
Favites,Favites halicora,7,299,2/6/2005,2,South and Palfrey
Favites,Favites abdita,2,299,2/6/2005,2,South and Palfrey
Favites,Favites flexuosa,2,299,2/6/2005,2,South and Palfrey
Goniastrea,Goniastrea edwardsi,1,299,2/6/2005,2,South and Palfrey
Goniastrea,Goniastrea retiformis,10,299,2/6/2005,2,South and Palfrey
Goniastrea,Goniastrea aspera,2,299,2/6/2005,2,South and Palfrey
Goniastrea,Goniastrea pectinata,1,299,2/6/2005,2,South and Palfrey
Platygyra,Platygyra pini,2,299,2/6/2005,2,South and Palfrey
Platygyra,Platygyra daedalea,3,299,2/6/2005,2,South and Palfrey
Platygyra,Platygyra lamellina,1,299,2/6/2005,2,South and Palfrey
Leptoria,Leptoria phrygia,2,299,2/6/2005,2,South and Palfrey
Leptastrea,Leptastrea transversa,1,299,2/6/2005,2,South and Palfrey
Porites,Porites massive,15,299,2/6/2005,2,South and Palfrey
Acropora,Acropora humilis,2,300,2/6/2005,3,South and Palfrey
Acropora,Acropora gemmifera,7,300,2/6/2005,3,South and Palfrey
Acropora,Acropora fat dig,4,300,2/6/2005,3,South and Palfrey
Acropora,Acropora digitifera,1,300,2/6/2005,3,South and Palfrey
Acropora,Acropora nasuta,3,300,2/6/2005,3,South and Palfrey
Acropora,Acropora valida,4,300,2/6/2005,3,South and Palfrey
Acropora,Acropora lutkeni,1,300,2/6/2005,3,South and Palfrey
Acropora,Acropora muricata,1,300,2/6/2005,3,South and Palfrey
Acropora,Acropora millepora,1,300,2/6/2005,3,South and Palfrey
Acropora,Acropora spathulata,1,300,2/6/2005,3,South and Palfrey
Acropora,Acropora hyacinthus,5,300,2/6/2005,3,South and Palfrey
Acropora,Acropora loripes,1,300,2/6/2005,3,South and Palfrey
Acropora,Acropora palifera,5,300,2/6/2005,3,South and Palfrey
Acropora,Acropora cuneata,6,300,2/6/2005,3,South and Palfrey
Astreopora,Astreopora myriophthalma,1,300,2/6/2005,3,South and Palfrey
Montipora,Montipora monasteriata,4,300,2/6/2005,3,South and Palfrey
Montipora,Montipora caliculata,1,300,2/6/2005,3,South and Palfrey
Montipora,Montipora danae,2,300,2/6/2005,3,South and Palfrey
Pocillopora,Pocillopora damicornis,4,300,2/6/2005,3,South and Palfrey
Seriatopora,Seriatopora hystrix,2,300,2/6/2005,3,South and Palfrey
Coeloseris,Coeloseris mayeri,1,300,2/6/2005,3,South and Palfrey
Pavona,Pavona venosa,1,300,2/6/2005,3,South and Palfrey
Symphyllia,Symphyllia radians,1,300,2/6/2005,3,South and Palfrey
Symphyllia,Symphyllia agaricia,1,300,2/6/2005,3,South and Palfrey
Acanthastrea,Acanthastrea echinata,1,300,2/6/2005,3,South and Palfrey
Favia,Favia stelligera,2,300,2/6/2005,3,South and Palfrey
Favia,Favia matthaii,1,300,2/6/2005,3,South and Palfrey
Favia,Favia pallida,6,300,2/6/2005,3,South and Palfrey
Favia,Favia favus,1,300,2/6/2005,3,South and Palfrey
Favites,Favites pentagona,1,300,2/6/2005,3,South and Palfrey
Favites,Favites halicora,4,300,2/6/2005,3,South and Palfrey
Favites,Favites abdita,1,300,2/6/2005,3,South and Palfrey
Goniastrea,Goniastrea edwardsi,3,300,2/6/2005,3,South and Palfrey
Goniastrea,Goniastrea retiformis,10,300,2/6/2005,3,South and Palfrey
Goniastrea,Goniastrea aspera,3,300,2/6/2005,3,South and Palfrey
Platygyra,Platygyra pini,4,300,2/6/2005,3,South and Palfrey
Platygyra,Platygyra daedalea,2,300,2/6/2005,3,South and Palfrey
Platygyra,Platygyra lamellina,1,300,2/6/2005,3,South and Palfrey
Leptoria,Leptoria phrygia,2,300,2/6/2005,3,South and Palfrey
Montastrea,Montastrea curta,3,300,2/6/2005,3,South and Palfrey
Leptastrea,Leptastrea purpurea,1,300,2/6/2005,3,South and Palfrey
Cyphastrea,Cyphastrea serailia,1,300,2/6/2005,3,South and Palfrey
Cyphastrea,Cyphastrea microphthalma,2,300,2/6/2005,3,South and Palfrey
Goniastrea,Goniastrea favulus,2,300,2/6/2005,3,South and Palfrey
Montastrea,Montastrea valenciennesi,2,300,2/6/2005,3,South and Palfrey
Porites,Porites massive,23,300,2/6/2005,3,South and Palfrey
Acropora,Acropora gemmifera,6,301,2/6/2005,4,South and Palfrey
Acropora,Acropora fat dig,5,301,2/6/2005,4,South and Palfrey
Acropora,Acropora digitifera,2,301,2/6/2005,4,South and Palfrey
Acropora,Acropora nasuta,1,301,2/6/2005,4,South and Palfrey
Acropora,Acropora valida,2,301,2/6/2005,4,South and Palfrey
Acropora,Acropora hyacinthus,1,301,2/6/2005,4,South and Palfrey
Acropora,Acropora loripes,1,301,2/6/2005,4,South and Palfrey
Acropora,Acropora cuneata,2,301,2/6/2005,4,South and Palfrey
Astreopora,Astreopora myriophthalma,1,301,2/6/2005,4,South and Palfrey
Montipora,Montipora monasteriata,3,301,2/6/2005,4,South and Palfrey
Montipora,Montipora grisea,4,301,2/6/2005,4,South and Palfrey
Montipora,Montipora venosa,2,301,2/6/2005,4,South and Palfrey
Montipora,Montipora danae,3,301,2/6/2005,4,South and Palfrey
Pocillopora,Pocillopora verrucosa,1,301,2/6/2005,4,South and Palfrey
Stylophora,Stylophora pistillata,2,301,2/6/2005,4,South and Palfrey
Pavona,Pavona varians,1,301,2/6/2005,4,South and Palfrey
Seriatopora,Seriatopora hystrix,1,301,2/6/2005,4,South and Palfrey
Symphyllia,Symphyllia radians,2,301,2/6/2005,4,South and Palfrey
Favia,Favia lizardensis,1,301,2/6/2005,4,South and Palfrey
Favia,Favia pallida,3,301,2/6/2005,4,South and Palfrey
Favites,Favites pentagona,1,301,2/6/2005,4,South and Palfrey
Favites,Favites halicora,5,301,2/6/2005,4,South and Palfrey
Favites,Favites abdita,4,301,2/6/2005,4,South and Palfrey
Favites,Favites flexuosa,1,301,2/6/2005,4,South and Palfrey
Goniastrea,Goniastrea edwardsi,1,301,2/6/2005,4,South and Palfrey
Goniastrea,Goniastrea retiformis,8,301,2/6/2005,4,South and Palfrey
Goniastrea,Goniastrea aspera,2,301,2/6/2005,4,South and Palfrey
Goniastrea,Goniastrea pectinata,1,301,2/6/2005,4,South and Palfrey
Platygyra,Platygyra pini,2,301,2/6/2005,4,South and Palfrey
Platygyra,Platygyra sinensis,1,301,2/6/2005,4,South and Palfrey
Platygyra,Platygyra daedalea,3,301,2/6/2005,4,South and Palfrey
Leptoria,Leptoria phrygia,2,301,2/6/2005,4,South and Palfrey
Montastrea,Montastrea curta,1,301,2/6/2005,4,South and Palfrey
Cyphastrea,Cyphastrea chalcidicum,1,301,2/6/2005,4,South and Palfrey
Montastrea,Montastrea valenciennesi,1,301,2/6/2005,4,South and Palfrey
Montastrea,Montastrea magnistellata,1,301,2/6/2005,4,South and Palfrey
Favia,Favia rotundata,1,301,2/6/2005,4,South and Palfrey
Porites,Porites massive,10,301,2/6/2005,4,South and Palfrey
Goniastrea,Goniastrea retiformis,3,310,2/7/2005,1,South Island Bay
Platygyra,Platygyra sinensis,1,310,2/7/2005,1,South Island Bay
Platygyra,Platygyra daedalea,1,310,2/7/2005,1,South Island Bay
Leptoria,Leptoria phrygia,2,310,2/7/2005,1,South Island Bay
Goniastrea,Leptoria phrygia,1,310,2/7/2005,1,South Island Bay
Porites,Porites massive,27,310,2/7/2005,1,South Island Bay
Acropora,Acropora humilis,6,310,2/7/2005,1,South Island Bay
Acropora,Acropora gemmifera,4,310,2/7/2005,1,South Island Bay
Acropora,Acropora fat dig,16,310,2/7/2005,1,South Island Bay
Acropora,Acropora monticulosa,1,310,2/7/2005,1,South Island Bay
Acropora,Acropora digitifera,4,310,2/7/2005,1,South Island Bay
Acropora,Acropora nasuta,13,310,2/7/2005,1,South Island Bay
Acropora,Acropora cerealis,1,310,2/7/2005,1,South Island Bay
Acropora,Acropora valida,21,310,2/7/2005,1,South Island Bay
Acropora,Acropora lutkeni,2,310,2/7/2005,1,South Island Bay
Acropora,Acropora robusta,4,310,2/7/2005,1,South Island Bay
Acropora,Acropora intermedia,1,310,2/7/2005,1,South Island Bay
Acropora,Acropora millepora,2,310,2/7/2005,1,South Island Bay
Acropora,Acropora spathulata,2,310,2/7/2005,1,South Island Bay
Acropora,Acropora hyacinthus,29,310,2/7/2005,1,South Island Bay
Acropora,Acropora loripes,3,310,2/7/2005,1,South Island Bay
Acropora,Acropora palifera,2,310,2/7/2005,1,South Island Bay
Acropora,Acropora cuneata,18,310,2/7/2005,1,South Island Bay
Acropora,Acropora verweyi,2,310,2/7/2005,1,South Island Bay
Acropora,Acropora nana,3,310,2/7/2005,1,South Island Bay
Acropora,Acropora microclados,1,310,2/7/2005,1,South Island Bay
Montipora,Montipora grisea,1,310,2/7/2005,1,South Island Bay
Pocillopora,Pocillopora damicornis,14,310,2/7/2005,1,South Island Bay
Pocillopora,Pocillopora verrucosa,11,310,2/7/2005,1,South Island Bay
Stylophora,Stylophora pistillata,11,310,2/7/2005,1,South Island Bay
Stylophora,Stylophora mordax,2,310,2/7/2005,1,South Island Bay
Hydnophora,Hydnophora exesa,1,310,2/7/2005,1,South Island Bay
Seriatopora,Seriatopora hystrix,1,310,2/7/2005,1,South Island Bay
Favia,Favia favus,1,310,2/7/2005,1,South Island Bay
Favites,Favites halicora,3,310,2/7/2005,1,South Island Bay
Goniastrea,Goniastrea edwardsi,1,310,2/7/2005,1,South Island Bay
Acropora,Acropora humilis,7,311,2/7/2005,2,South Island Bay
Acropora,Acropora gemmifera,4,311,2/7/2005,2,South Island Bay
Acropora,Acropora fat dig,18,311,2/7/2005,2,South Island Bay
Acropora,Acropora monticulosa,1,311,2/7/2005,2,South Island Bay
Acropora,Acropora digitifera,7,311,2/7/2005,2,South Island Bay
Acropora,Acropora nasuta,6,311,2/7/2005,2,South Island Bay
Acropora,Acropora cerealis,2,311,2/7/2005,2,South Island Bay
Acropora,Acropora valida,16,311,2/7/2005,2,South Island Bay
Acropora,Acropora lutkeni,1,311,2/7/2005,2,South Island Bay
Acropora,Acropora tenuis,1,311,2/7/2005,2,South Island Bay
Acropora,Acropora millepora,1,311,2/7/2005,2,South Island Bay
Acropora,Acropora hyacinthus,17,311,2/7/2005,2,South Island Bay
Acropora,Acropora palifera,6,311,2/7/2005,2,South Island Bay
Acropora,Acropora cuneata,21,311,2/7/2005,2,South Island Bay
Acropora,Acropora microclados,1,311,2/7/2005,2,South Island Bay
Montipora,Montipora grisea,1,311,2/7/2005,2,South Island Bay
Pocillopora,Pocillopora damicornis,4,311,2/7/2005,2,South Island Bay
Pocillopora,Pocillopora verrucosa,9,311,2/7/2005,2,South Island Bay
Stylophora,Stylophora pistillata,8,311,2/7/2005,2,South Island Bay
Galaxea,Galaxea fascicularis,1,311,2/7/2005,2,South Island Bay
Hydnophora,Hydnophora exesa,1,311,2/7/2005,2,South Island Bay
Seriatopora,Seriatopora hystrix,1,311,2/7/2005,2,South Island Bay
Symphyllia,Symphyllia radians,1,311,2/7/2005,2,South Island Bay
Symphyllia,Symphyllia agaricia,1,311,2/7/2005,2,South Island Bay
Favites,Favites halicora,6,311,2/7/2005,2,South Island Bay
Favites,Favites abdita,3,311,2/7/2005,2,South Island Bay
Favites,Favites flexuosa,1,311,2/7/2005,2,South Island Bay
Goniastrea,Goniastrea retiformis,9,311,2/7/2005,2,South Island Bay
Goniastrea,Goniastrea aspera,1,311,2/7/2005,2,South Island Bay
Platygyra,Platygyra pini,2,311,2/7/2005,2,South Island Bay
Platygyra,Platygyra daedalea,3,311,2/7/2005,2,South Island Bay
Platygyra,Platygyra lamellina,1,311,2/7/2005,2,South Island Bay
Montastrea,Montastrea curta,3,311,2/7/2005,2,South Island Bay
Cyphastrea,Cyphastrea microphthalma,2,311,2/7/2005,2,South Island Bay
Echinopora,Echinopora lamellosa,1,311,2/7/2005,2,South Island Bay
Acanthastrea,Acanthastrea regularis,1,311,2/7/2005,2,South Island Bay
Porites,Porites massive,31,311,2/7/2005,2,South Island Bay
Acropora,Acropora humilis,5,312,2/7/2005,3,South Island Bay
Acropora,Acropora gemmifera,1,312,2/7/2005,3,South Island Bay
Acropora,Acropora fat dig,24,312,2/7/2005,3,South Island Bay
Acropora,Acropora monticulosa,1,312,2/7/2005,3,South Island Bay
Acropora,Acropora digitifera,2,312,2/7/2005,3,South Island Bay
Acropora,Acropora nasuta,10,312,2/7/2005,3,South Island Bay
Acropora,Acropora valida,7,312,2/7/2005,3,South Island Bay
Acropora,Acropora lutkeni,3,312,2/7/2005,3,South Island Bay
Acropora,Acropora robusta,2,312,2/7/2005,3,South Island Bay
Acropora,Acropora millepora,1,312,2/7/2005,3,South Island Bay
Acropora,Acropora spathulata,5,312,2/7/2005,3,South Island Bay
Acropora,Acropora hyacinthus,24,312,2/7/2005,3,South Island Bay
Acropora,Acropora cuneata,8,312,2/7/2005,3,South Island Bay
Acropora,Acropora nana,1,312,2/7/2005,3,South Island Bay
Montipora,Montipora crassituberculata,1,312,2/7/2005,3,South Island Bay
Pocillopora,Pocillopora damicornis,10,312,2/7/2005,3,South Island Bay
Pocillopora,Pocillopora verrucosa,9,312,2/7/2005,3,South Island Bay
Stylophora,Stylophora pistillata,5,312,2/7/2005,3,South Island Bay
Hydnophora,Hydnophora microconos,1,312,2/7/2005,3,South Island Bay
Favia,Favia stelligera,2,312,2/7/2005,3,South Island Bay
Favia,Favia matthaii,1,312,2/7/2005,3,South Island Bay
Favia,Favia pallida,2,312,2/7/2005,3,South Island Bay
Favites,Favites pentagona,2,312,2/7/2005,3,South Island Bay
Favites,Favites halicora,3,312,2/7/2005,3,South Island Bay
Favites,Favites abdita,2,312,2/7/2005,3,South Island Bay
Goniastrea,Goniastrea retiformis,7,312,2/7/2005,3,South Island Bay
Goniastrea,Goniastrea aspera,1,312,2/7/2005,3,South Island Bay
Platygyra,Platygyra daedalea,1,312,2/7/2005,3,South Island Bay
Leptoria,Leptoria phrygia,1,312,2/7/2005,3,South Island Bay
Porites,Porites massive,23,312,2/7/2005,3,South Island Bay
Acropora,Acropora humilis,8,313,2/7/2005,4,South Island Bay
Acropora,Acropora gemmifera,2,313,2/7/2005,4,South Island Bay
Acropora,Acropora fat dig,21,313,2/7/2005,4,South Island Bay
Acropora,Acropora monticulosa,2,313,2/7/2005,4,South Island Bay
Acropora,Acropora digitifera,3,313,2/7/2005,4,South Island Bay
Acropora,Acropora nasuta,5,313,2/7/2005,4,South Island Bay
Acropora,Acropora valida,11,313,2/7/2005,4,South Island Bay
Acropora,Acropora secale,1,313,2/7/2005,4,South Island Bay
Acropora,Acropora lutkeni,1,313,2/7/2005,4,South Island Bay
Acropora,Acropora muricata,2,313,2/7/2005,4,South Island Bay
Acropora,Acropora robusta,3,313,2/7/2005,4,South Island Bay
Acropora,Acropora yongei,1,313,2/7/2005,4,South Island Bay
Acropora,Acropora millepora,1,313,2/7/2005,4,South Island Bay
Acropora,Acropora spathulata,2,313,2/7/2005,4,South Island Bay
Acropora,Acropora hyacinthus,14,313,2/7/2005,4,South Island Bay
Acropora,Acropora loripes,2,313,2/7/2005,4,South Island Bay
Acropora,Acropora cuneata,13,313,2/7/2005,4,South Island Bay
Acropora,Acropora nana,6,313,2/7/2005,4,South Island Bay
Acropora,Acropora polystoma,1,313,2/7/2005,4,South Island Bay
Acropora,Acropora austera,1,313,2/7/2005,4,South Island Bay
Montipora,Montipora grisea,2,313,2/7/2005,4,South Island Bay
Pocillopora,Pocillopora damicornis,9,313,2/7/2005,4,South Island Bay
Pocillopora,Pocillopora verrucosa,3,313,2/7/2005,4,South Island Bay
Stylophora,Stylophora pistillata,2,313,2/7/2005,4,South Island Bay
Hydnophora,Hydnophora microconos,1,313,2/7/2005,4,South Island Bay
Symphyllia,Symphyllia radians,1,313,2/7/2005,4,South Island Bay
Symphyllia,Symphyllia recta,1,313,2/7/2005,4,South Island Bay
Acanthastrea,Acanthastrea echinata,1,313,2/7/2005,4,South Island Bay
Favia,Favia stelligera,1,313,2/7/2005,4,South Island Bay
Favia,Favia matthaii,1,313,2/7/2005,4,South Island Bay
Favia,Favia pallida,1,313,2/7/2005,4,South Island Bay
Favites,Favites halicora,5,313,2/7/2005,4,South Island Bay
Favites,Favites abdita,2,313,2/7/2005,4,South Island Bay
Favites,Favites flexuosa,1,313,2/7/2005,4,South Island Bay
Goniastrea,Goniastrea retiformis,13,313,2/7/2005,4,South Island Bay
Goniastrea,Goniastrea aspera,4,313,2/7/2005,4,South Island Bay
Platygyra,Platygyra pini,1,313,2/7/2005,4,South Island Bay
Platygyra,Platygyra daedalea,3,313,2/7/2005,4,South Island Bay
Leptoria,Leptoria phrygia,1,313,2/7/2005,4,South Island Bay
Cyphastrea,Cyphastrea serailia,4,313,2/7/2005,4,South Island Bay
Goniastrea,Leptoria phrygia,1,313,2/7/2005,4,South Island Bay
Montastrea,Montastrea valenciennesi,1,313,2/7/2005,4,South Island Bay
Porites,Porites massive,24,313,2/7/2005,4,South Island Bay
Goniastrea,Goniastrea pectinata,1,314,2/7/2005,5,South Island Bay
Montastrea,Montastrea annuligera,1,314,2/7/2005,5,South Island Bay
Porites,Porites massive,10,314,2/7/2005,5,South Island Bay
Acropora,Acropora humilis,7,314,2/7/2005,5,South Island Bay
Acropora,Acropora fat dig,15,314,2/7/2005,5,South Island Bay
Acropora,Acropora monticulosa,4,314,2/7/2005,5,South Island Bay
Acropora,Acropora digitifera,3,314,2/7/2005,5,South Island Bay
Acropora,Acropora nasuta,10,314,2/7/2005,5,South Island Bay
Acropora,Acropora cerealis,2,314,2/7/2005,5,South Island Bay
Acropora,Acropora valida,8,314,2/7/2005,5,South Island Bay
Acropora,Acropora lutkeni,2,314,2/7/2005,5,South Island Bay
Acropora,Acropora muricata,1,314,2/7/2005,5,South Island Bay
Acropora,Acropora intermedia,2,314,2/7/2005,5,South Island Bay
Acropora,Acropora yongei,1,314,2/7/2005,5,South Island Bay
Acropora,Acropora millepora,3,314,2/7/2005,5,South Island Bay
Acropora,Acropora spathulata,1,314,2/7/2005,5,South Island Bay
Acropora,Acropora hyacinthus,19,314,2/7/2005,5,South Island Bay
Acropora,Acropora palifera,5,314,2/7/2005,5,South Island Bay
Acropora,Acropora cuneata,13,314,2/7/2005,5,South Island Bay
Acropora,Acropora nana,14,314,2/7/2005,5,South Island Bay
Montipora,Montipora monasteriata,1,314,2/7/2005,5,South Island Bay
Montipora,Montipora grisea,1,314,2/7/2005,5,South Island Bay
Pocillopora,Pocillopora damicornis,10,314,2/7/2005,5,South Island Bay
Pocillopora,Pocillopora verrucosa,13,314,2/7/2005,5,South Island Bay
Stylophora,Stylophora pistillata,2,314,2/7/2005,5,South Island Bay
Hydnophora,Hydnophora microconos,1,314,2/7/2005,5,South Island Bay
Favia,Favia pallida,1,314,2/7/2005,5,South Island Bay
Favites,Favites halicora,2,314,2/7/2005,5,South Island Bay
Goniastrea,Goniastrea retiformis,5,314,2/7/2005,5,South Island Bay
Acropora,Acropora divaricata,1,355,2/8/2005,1,South Island Bay
Acropora,Acropora muricata,1,355,2/8/2005,1,South Island Bay
Acropora,Acropora robusta,3,355,2/8/2005,1,South Island Bay
Acropora,Acropora intermedia,1,355,2/8/2005,1,South Island Bay
Acropora,Acropora millepora,1,355,2/8/2005,1,South Island Bay
Acropora,Acropora spathulata,2,355,2/8/2005,1,South Island Bay
Acropora,Acropora hyacinthus,21,355,2/8/2005,1,South Island Bay
Acropora,Acropora cytherea,1,355,2/8/2005,1,South Island Bay
Acropora,Acropora palifera,5,355,2/8/2005,1,South Island Bay
Acropora,Acropora cuneata,18,355,2/8/2005,1,South Island Bay
Acropora,Acropora nana,6,355,2/8/2005,1,South Island Bay
Montipora,Montipora grisea,1,355,2/8/2005,1,South Island Bay
Montipora,Montipora caliculata,1,355,2/8/2005,1,South Island Bay
Pocillopora,Pocillopora damicornis,9,355,2/8/2005,1,South Island Bay
Pocillopora,Pocillopora verrucosa,7,355,2/8/2005,1,South Island Bay
Stylophora,Stylophora pistillata,5,355,2/8/2005,1,South Island Bay
Hydnophora,Hydnophora microconos,1,355,2/8/2005,1,South Island Bay
Stylophora,Stylophora mordax,3,355,2/8/2005,1,South Island Bay
Favites,Favites halicora,3,355,2/8/2005,1,South Island Bay
Favites,Favites abdita,1,355,2/8/2005,1,South Island Bay
Favites,Favites flexuosa,1,355,2/8/2005,1,South Island Bay
Goniastrea,Goniastrea retiformis,5,355,2/8/2005,1,South Island Bay
Platygyra,Platygyra lamellina,1,355,2/8/2005,1,South Island Bay
Montastrea,Montastrea curta,1,355,2/8/2005,1,South Island Bay
Montastrea,Montastrea annuligera,1,355,2/8/2005,1,South Island Bay
Porites,Porites massive,16,355,2/8/2005,1,South Island Bay
Acropora,Acropora humilis,5,355,2/8/2005,1,South Island Bay
Acropora,Acropora gemmifera,2,355,2/8/2005,1,South Island Bay
Acropora,Acropora fat dig,24,355,2/8/2005,1,South Island Bay
Acropora,Acropora monticulosa,7,355,2/8/2005,1,South Island Bay
